Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Question,explain how calcium ion concentration in blood (feedback mechanism) maintain homeostasis.,['explain how calcium ion concentration in blood (feedback mechanism) maintain homeostasis.'],"['explain', 'how', 'calcium', 'ion', 'concentration', 'in', 'blood', '(', 'feedback', 'mechanism', ')', 'maintain', 'homeostasis', '.']"
Question,explain how body temperature in mammals (feedback mechanism) maintain homeostasis.,['explain how body temperature in mammals (feedback mechanism) maintain homeostasis.'],"['explain', 'how', 'body', 'temperature', 'in', 'mammals', '(', 'feedback', 'mechanism', ')', 'maintain', 'homeostasis', '.']"
Question,explain how osmolarity of the blood (feedback mechanism) maintain homeostasis.,['explain how osmolarity of the blood (feedback mechanism) maintain homeostasis.'],"['explain', 'how', 'osmolarity', 'of', 'the', 'blood', '(', 'feedback', 'mechanism', ')', 'maintain', 'homeostasis', '.']"
Question,explain how pulse rate in mammals (feedback mechanism) maintain homeostasis.,['explain how pulse rate in mammals (feedback mechanism) maintain homeostasis.'],"['explain', 'how', 'pulse', 'rate', 'in', 'mammals', '(', 'feedback', 'mechanism', ')', 'maintain', 'homeostasis', '.']"
Question,What is the difference between replication of DNA in prokaryotes and eukaryotes?,['What is the difference between replication of DNA in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'replication', 'of', 'DNA', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between replication of DNA in prokaryotes and eukaryotes?,['What is the difference between replication of DNA in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'replication', 'of', 'DNA', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between replication of DNA in prokaryotes and eukaryotes?,['What is the difference between replication of DNA in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'replication', 'of', 'DNA', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between transcription in prokaryotes and eukaryotes?,['What is the difference between transcription in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'transcription', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between transcription in prokaryotes and eukaryotes?,['What is the difference between transcription in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'transcription', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between transcription in prokaryotes and eukaryotes?,['What is the difference between transcription in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'transcription', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between gene regulation in prokaryotes and eukaryotes? ,['What is the difference between gene regulation in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'gene', 'regulation', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between gene regulation in prokaryotes and eukaryotes? ,['What is the difference between gene regulation in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'gene', 'regulation', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between gene regulation in prokaryotes and eukaryotes? ,['What is the difference between gene regulation in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'gene', 'regulation', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between cell division in prokaryotes and eukaryotes?,['What is the difference between cell division in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'cell', 'division', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between cell division in prokaryotes and eukaryotes?,['What is the difference between cell division in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'cell', 'division', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,What is the difference between cell division in prokaryotes and eukaryotes?,['What is the difference between cell division in prokaryotes and eukaryotes?'],"['What', 'is', 'the', 'difference', 'between', 'cell', 'division', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,how does hormones cause increase in height in plants?,['how does hormones cause increase in height in plants?'],"['how', 'does', 'hormones', 'cause', 'increase', 'in', 'height', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to change in light in plants?,['how does hormones cause adjustment to change in light in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'change', 'in', 'light', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to change in light in plants?,['how does hormones cause adjustment to change in light in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'change', 'in', 'light', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to change in light in plants?,['how does hormones cause adjustment to change in light in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'change', 'in', 'light', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to change in light in plants?,['how does hormones cause adjustment to change in light in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'change', 'in', 'light', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to change in light in plants?,['how does hormones cause adjustment to change in light in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'change', 'in', 'light', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to lack of water in plants?,['how does hormones cause adjustment to lack of water in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'lack', 'of', 'water', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to lack of water in plants?,['how does hormones cause adjustment to lack of water in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'lack', 'of', 'water', 'in', 'plants', '?']"
Question,how does hormones cause adjustment to lack of water in plants?,['how does hormones cause adjustment to lack of water in plants?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'lack', 'of', 'water', 'in', 'plants', '?']"
Question,how does hormones cause increase in height in animals?,['how does hormones cause increase in height in animals?'],"['how', 'does', 'hormones', 'cause', 'increase', 'in', 'height', 'in', 'animals', '?']"
Question,how does hormones cause adjustment to light in animals?,['how does hormones cause adjustment to light in animals?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'light', 'in', 'animals', '?']"
Question,how does hormones cause adjustment to light in animals?,['how does hormones cause adjustment to light in animals?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'light', 'in', 'animals', '?']"
Question,how does hormones cause adjustment to lack of water in animals?,['how does hormones cause adjustment to lack of water in animals?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'lack', 'of', 'water', 'in', 'animals', '?']"
Question,how does hormones cause adjustment to lack of water in animals?,['how does hormones cause adjustment to lack of water in animals?'],"['how', 'does', 'hormones', 'cause', 'adjustment', 'to', 'lack', 'of', 'water', 'in', 'animals', '?']"
Question,what is a mechanism by which hormones cause their effects at the cellular level?,['what is a mechanism by which hormones cause their effects at the cellular level?'],"['what', 'is', 'a', 'mechanism', 'by', 'which', 'hormones', 'cause', 'their', 'effects', 'at', 'the', 'cellular', 'level', '?']"
Question,what is a mechanism by which hormones cause their effects at the cellular level?,['what is a mechanism by which hormones cause their effects at the cellular level?'],"['what', 'is', 'a', 'mechanism', 'by', 'which', 'hormones', 'cause', 'their', 'effects', 'at', 'the', 'cellular', 'level', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,what is the organization of the genetic material in prokaryotes and eukaryotes?,['what is the organization of the genetic material in prokaryotes and eukaryotes?'],"['what', 'is', 'the', 'organization', 'of', 'the', 'genetic', 'material', 'in', 'prokaryotes', 'and', 'eukaryotes', '?']"
Question,how does property of water contribute to transpiration?,['how does property of water contribute to transpiration?'],"['how', 'does', 'property', 'of', 'water', 'contribute', 'to', 'transpiration', '?']"
Question,how does property of water contribute to transpiration?,['how does property of water contribute to transpiration?'],"['how', 'does', 'property', 'of', 'water', 'contribute', 'to', 'transpiration', '?']"
Question,how does property of water contribute to transpiration?,['how does property of water contribute to transpiration?'],"['how', 'does', 'property', 'of', 'water', 'contribute', 'to', 'transpiration', '?']"
Question,how does property of water contribute to thermoregulation in endotherms?,['how does property of water contribute to thermoregulation in endotherms?'],"['how', 'does', 'property', 'of', 'water', 'contribute', 'to', 'thermoregulation', 'in', 'endotherms', '?']"
